SCC: ,SCC Descriptions: ,NOX (kg) Emissions,PM25-PRI (kg) Emissions,SO2 (kg) Emissions,VOC (kg) Emissions,Deaths from NOX to TotalPop,Deaths from PM25-PRI to TotalPop,Deaths from SO2 to TotalPop,Deaths from VOC to TotalPop,Deaths from NOX to WhiteNoLat,Deaths from PM25-PRI to WhiteNoLat,Deaths from SO2 to WhiteNoLat,Deaths from VOC to WhiteNoLat,Deaths from NOX to Black,Deaths from PM25-PRI to Black,Deaths from SO2 to Black,Deaths from VOC to Black,Deaths from NOX to Native,Deaths from PM25-PRI to Native,Deaths from SO2 to Native,Deaths from VOC to Native,Deaths from NOX to Asian,Deaths from PM25-PRI to Asian,Deaths from SO2 to Asian,Deaths from VOC to Asian,Deaths from NOX to Other,Deaths from PM25-PRI to Other,Deaths from SO2 to Other,Deaths from VOC to Other,Deaths from NOX to Latino,Deaths from PM25-PRI to Latino,Deaths from SO2 to Latino,Deaths from VOC to Latino,Deaths from NOX to Poverty,Deaths from PM25-PRI to Poverty,Deaths from SO2 to Poverty,Deaths from VOC to Poverty,Deaths from NOX to TwoXPov,Deaths from PM25-PRI to TwoXPov,Deaths from SO2 to TwoXPov,Deaths from VOC to TwoXPov
2310020700,"""Industrial Processes;Oil and Gas Production: SIC 13;Natural Gas; Gas well fugitives""",,,,7445594.788785,0,0,0,1.1977088391,0,0,0,0.9688314259,0,0,0,0.0759635497,0,0,0,0.0175831974,0,0,0,0.0200667268,0,0,0,0.0213379399,0,0,0,0.093925999,0,0,0,0.1570369658,0,0,0,0.7840658817
2310012020,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Production;Storage Tanks: Crude Oil""",0,0,0,999.7266696945,0,0,0,0.000509834,0,0,0,0.0002319706,0,0,0,5.62271126147532E-05,0,0,0,1.58668727653266E-06,0,0,0,1.10612374275309E-05,0,0,0,7.70917396739468E-06,0,0,0,0.0002012792,0,0,0,8.77431037797288E-05,0,0,0,0.0002971895
2310021411,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Dehydrators - Flaring""",371.94585,0,0,0,0.000328467,0,0,0,0.0002620481,0,0,0,2.10141668204776E-05,0,0,0,2.09828748463582E-06,0,0,0,0.000006002,0,0,0,6.15245761594123E-06,0,0,0,0.000031152,0,0,0,4.3900862011104E-05,0,0,0,0.0002146548,0,0,0
2310023511,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Fugitives: Connectors""",,,,850168.74638462,0,0,0,0.6170111044,0,0,0,0.4154575857,0,0,0,0.1492150919,0,0,0,0.006832145,0,0,0,0.0078738597,0,0,0,0.0121614763,0,0,0,0.0254709467,0,0,0,0.11567936,0,0,0,0.3508820868
2310021506,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Fugitives:  Other""",0,0,0,34068150.6417844,0,0,0,16.4999392952,0,0,0,11.5832018411,0,0,0,1.703975225,0,0,0,0.1743381016,0,0,0,0.3207100289,0,0,0,0.361527589,0,0,0,2.3561865182,0,0,0,2.6337545979,0,0,0,10.041868296
2310021400,"""Industrial Processes;Oil and Gas Production: SIC 13;Natural Gas; Gas well dehydrators""",34105687.9165045,2028778.24464504,201575.115536144,53227180.5382173,62.7635566934,21.9546096941,1.2275355232,19.7161940764,48.1292185878,15.7110227856,0.8336373936,13.47904247,7.0139791643,3.3329916363,0.1917024041,2.5943072868,0.6598809146,0.2160255669,0.0059847658,0.236831023,1.3240857462,0.5327412025,0.0484754831,0.3670769571,1.4496585093,0.5288463443,0.0251647843,0.4076380532,4.1867337966,1.6329821639,0.1225706928,2.6312982771,9.377662313,3.4999933255,0.1740644918,3.1226240869,39.3292291598,13.5628334742,0.8051679363,12.0965152495
2310021600,"""Industrial Processes;Oil and Gas Production: SIC 13;Natural Gas; Gas well venting""",0,0,0,8428158.74533793,0,0,0,4.502210768,0,0,0,2.3078081224,0,0,0,0.4268262677,0,0,0,0.0335648501,0,0,0,0.0990123514,0,0,0,0.0766669031,0,0,0,1.5583322684,0,0,0,0.8115772352,0,0,0,2.5986301974
2310000330,"""Industrial Processes;Oil and Gas Production: SIC 13; Artificial lift""",70266033.4468517,729361.495665366,25198.2215441361,2188867.24286658,116.8664216934,6.7245337198,0.0920246403,0.6982759024,88.4403090687,4.6533644888,0.0660318359,0.5084574529,12.245576397,0.8789833006,0.0122657585,0.0688590341,1.277670397,0.0588684284,0.0006417723,0.0085586281,1.9716076573,0.1517611695,0.0023873308,0.0117428518,2.6929382842,0.1506301647,0.0019718331,0.0151271963,10.2383200153,0.8309261704,0.0087261098,0.0855307392,17.6514679921,1.0403131291,0.0136063364,0.1042021314,72.390943177,4.1888190219,0.0586549638,0.4347987536
2310011501,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Fugitives: Connectors""",0,0,0,12111608.6156753,0,0,0,6.7340335394,0,0,0,4.7196719559,0,0,0,1.0133981908,0,0,0,0.0643679524,0,0,0,0.1070231991,0,0,0,0.1435835125,0,0,0,0.6859887389,0,0,0,1.0993241236,0,0,0,4.05117037
2310023202,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;CBM Fired 4Cycle Lean Burn Compressor Engines 50 To 499 HP""",2890542.4682778,34082.80437225,2006.6558779974,369933.666314943,4.4243523118,0.410527696,0.0085981823,0.2201221909,3.1690119647,0.2626367401,0.005882982,0.1468122683,0.819797646,0.1071779249,0.0018532171,0.0514616392,0.0521630001,0.0043778887,5.51778431842078E-05,0.0032408211,0.0566496177,0.0064469783,0.0001532424,0.0027381948,0.0913991484,0.007030782,0.0001574166,0.0037615533,0.23533094,0.0228573831,0.0004961464,0.0121077147,0.7766617325,0.0748501048,0.0014397435,0.0407166079,2.5817533085,0.2384310205,0.005182221,0.1260514297
2310030000,"""Industrial Processes;Oil and Gas Production: SIC 13;Natural Gas Liquids;Total: All Processes""",,,,1297481.24738489,0,0,0,0.5236311992,0,0,0,0.2922077027,0,0,0,0.0203613875,0,0,0,0.0042556241,0,0,0,0.0451874918,0,0,0,0.0198137399,0,0,0,0.1418052517,0,0,0,0.0840234739,0,0,0,0.3198987584
2310012526,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Production;Fugitives; Other: Oil/Water""",0,0,0,68.6013297,0,0,0,3.49848456461881E-05,0,0,0,1.59178397979104E-05,0,0,0,3.8583073075254E-06,0,0,0,1.08878589570386E-07,0,0,0,0.000000759,0,0,0,0.000000529,0,0,0,1.38117930271529E-05,0,0,0,6.02093758600397E-06,0,0,0,2.03931663219548E-05
2310111401,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Exploration;Oil Well Pneumatic Pumps""",7408.979895,,,28125995.3796445,0.006506647,0,0,11.0723965403,0.0053499021,0,0,7.5376754523,0.0004271003,0,0,1.3567936915,6.27599484406956E-05,0,0,0.1345823275,0.0001191811,0,0,0.1949624112,0.0001098129,0,0,0.2392505695,0.0004378906,0,0,1.6091320844,0.0008422236,0,0,1.7489924062,0.0042786298,0,0,6.7392941861
2310021102,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Natural Gas Fired 2Cycle Lean Burn Compressor Engines 50 To 499 HP""",7506453.30876974,200436.869819347,3226.0661949415,1141303.1637375,7.3911538113,1.4213249545,0.009390752,0.5174320209,4.7745152186,0.7257750604,0.0058541704,0.2349685599,0.6800855937,0.1456272851,0.0011829208,0.0402533561,0.0851909948,0.0104952105,9.24070631990033E-05,0.0031996123,0.1172286595,0.0307309104,0.0002180894,0.0085466073,0.1584985337,0.0249167429,0.0002080801,0.0073536119,1.5756348061,0.4837797436,0.0018350842,0.2231102726,1.234810486,0.2633277611,0.0015180813,0.1022550366,4.3539599544,0.8152186502,0.0056680078,0.2862550372
2310023603,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Venting - Blowdowns""",0,0,0,6686025.3695947,0,0,0,2.2136415554,0,0,0,1.6568248122,0,0,0,0.1280074525,0,0,0,0.024786947,0,0,0,0.0382568045,0,0,0,0.0545688024,0,0,0,0.3111967322,0,0,0,0.3018373984,0,0,0,1.4336600542
2310021403,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Nat Gas Fired 4Cycle Rich Burn Compressor Engines 500+ HP w/NSCR""",15623821.2485344,105754.990134428,6534.525421097,327927.864384196,16.1909166976,1.6652015124,0.0259361056,0.2633228066,9.8965536594,0.8675491586,0.0160487132,0.1210483636,1.5643385146,0.21658997,0.0037236896,0.0258477492,0.1772879886,0.0115439472,0.0002959791,0.0015412668,0.2808940767,0.0494189647,0.0006413165,0.0066248967,0.3344666218,0.0313669631,0.0006072907,0.0042108142,3.9373758213,0.4887325086,0.0046191165,0.1040497159,2.7889718437,0.2977673583,0.0042401696,0.0507913163,9.4474760135,0.9692490576,0.0155971956,0.1486595019
2310011506,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Fugitives:  Other""",0,0,0,11709529.0934552,0,0,0,6.0685211693,0,0,0,3.5617504618,0,0,0,0.5871128225,0,0,0,0.0585505157,0,0,0,0.116257351,0,0,0,0.1239677395,0,0,0,1.6208822706,0,0,0,0.9911750047,0,0,0,3.5586662843
2310023302,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;CBM Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP""",12691204.4735497,136652.469278745,4139.6997864435,184557.514932355,18.0336338162,1.6952674159,0.0178850362,0.1109006353,12.8646839561,1.0735170779,0.0121357811,0.0735240925,3.4975219133,0.4627069843,0.0039990188,0.026904797,0.1552779114,0.0149851463,9.69817763140432E-05,0.0014209609,0.2292204861,0.0264847373,0.0003200193,0.0013723073,0.3128748258,0.0258072027,0.0003089086,0.0016504718,0.9740547468,0.0917662716,0.0010243267,0.0060280061,3.1484271848,0.3104365045,0.0030028104,0.0205498331,10.558702848,0.9834036456,0.0107755619,0.0635154281
2310021504,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Fugitives:  Pumps""",0,0,0,482268.893906396,0,0,0,0.3123482903,0,0,0,0.1720765757,0,0,0,0.0354216098,0,0,0,0.0024072831,0,0,0,0.007064034,0,0,0,0.0055664776,0,0,0,0.0898123098,0,0,0,0.0543852782,0,0,0,0.1830506905
2310011600,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Artificial Lift Engines""",25683.7136964,47.4820629,0,1041.629817,0.0191119609,0.0001897551,0,0.0002196873,0.0150173944,0.0001359567,0,0.0001582645,0.0014361161,1.6110097986654E-05,0,1.20813060434888E-05,0.000182358,5.1672079726653E-06,0,9.22345416664978E-06,0.0002741172,3.25635272905494E-06,0,2.52268205842867E-06,0.0003989201,4.11018278150667E-06,0,4.46688559062624E-06,0.0018030551,2.51544901940466E-05,0,3.31285181677213E-05,0.0027734912,2.83281505390268E-05,0,3.3016679323728E-05,0.0118845706,0.0001189254,0,0.0001356717
2310011000,"""Industrial Processes;Oil and Gas Production: SIC 13;Crude Petroleum : On-shore;Total: All Processes""",921315.16383187,,7440871.1463364,66391222.2236596,0.8705732161,0,23.3155205537,9.878823392,0.5554456338,0,13.3394864613,7.5230645751,0.0802032234,0,2.631137785,0.8895285218,0.0108368654,0,0.217939115,0.2423576407,0.0153159021,0,0.5710086797,0.179600271,0.0192615384,0,0.5033741482,0.1916777614,0.1895100522,0,6.052574349,0.8525946128,0.136902415,0,3.771435239,1.3499307598,0.5206064346,0,14.0276012277,6.4286288466
2310021401,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Nat Gas Fired 4Cycle Rich Burn Compressor Engines <50 HP w/NSCR""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310023030,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Tank Truck/Railcar Loading: Condensate""",,,,12021.4576105065,0,0,0,0.0059017079,0,0,0,0.0046513521,0,0,0,0.0004559848,0,0,0,0.0001869976,0,0,0,7.83797647281778E-05,0,0,0,0.0002308868,0,0,0,0.0002981068,0,0,0,0.0008915497,0,0,0,0.003643301
2310021202,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Natural Gas Fired 4Cycle Lean Burn Compressor Engines 50 To 499 HP""",18879364.8427962,226526.293151195,13060.2049572151,2378732.72811506,31.3443408953,2.1653816991,0.0558265149,1.1709168201,23.6408683186,1.5450990658,0.0395152027,0.8534729788,4.0753162974,0.3503536441,0.0094303633,0.1785694692,0.4174058184,0.0254886798,0.0004179773,0.0177552541,0.4618413646,0.0412751058,0.0012176177,0.0160135607,0.7778805573,0.0515053198,0.0011973961,0.0279112303,1.9710285584,0.1516598846,0.0040479577,0.0771943275,5.148793826,0.3593360119,0.0087861852,0.2034304981,18.7750112632,1.3108397795,0.0345668754,0.687359172
2310023300,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Pneumatic Devices""",0,0,0,14006521.088439,0,0,0,7.0914496003,0,0,0,4.9021260255,0,0,0,1.3660371482,0,0,0,0.0623280861,0,0,0,0.0996666148,0,0,0,0.1313535707,0,0,0,0.5299381595,0,0,0,1.1996318778,0,0,0,4.2309723742
2310022501,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Gas Production;Fugitives; Connectors: Gas Streams""",0,0,0,1.3159681946,0,0,0,1.30669002852703E-06,0,0,0,0.000000554,0,0,0,2.54743522147073E-07,0,0,0,3.7161930824897E-09,0,0,0,4.36262802323951E-08,0,0,0,1.67995769047684E-08,0,0,0,4.33813308070038E-07,0,0,0,2.28075936283426E-07,0,0,0,7.59188973736257E-07
2310021209,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310011503,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Fugitives: Open Ended Lines""",0,0,0,3221625.14541254,0,0,0,1.7507305404,0,0,0,1.2441090051,0,0,0,0.2520764725,0,0,0,0.0201281018,0,0,0,0.0273652822,0,0,0,0.0401306266,0,0,0,0.1669210548,0,0,0,0.2854926735,0,0,0,1.053180568
2310010100,"""Industrial Processes;Oil and Gas Production: SIC 13;Crude Petroleum; Oil well heaters""",23258391.264451,1719785.64047639,29290.5860130914,1072026.22313942,39.7679716935,18.5642630805,0.0724827171,0.6182689247,29.2434733204,12.3707935328,0.0539754367,0.4096875478,6.0406998795,3.7847200552,0.0080779372,0.142319288,0.3650786013,0.1434765804,0.0003211826,0.0059759054,0.6068641771,0.3605596453,0.0018376753,0.0083750879,0.8319458965,0.3871540469,0.0014220747,0.0127524538,2.679909848,1.5175592279,0.0068484107,0.0391586424,6.3419198767,3.1172593844,0.0101940834,0.1101017613,24.2694824577,11.2640600692,0.0471892314,0.3611556447
2310000000,"""Industrial Processes;Oil and Gas Production: SIC 13;All Processes;Total: All Processes""",9836734.44624398,7360.588125035,10475.7726100603,4840924.30747737,10.3459019589,0.0422025036,0.0225949885,4.2476246225,8.1709410838,0.030502317,0.016867781,2.2032490051,0.6333223513,0.0031461691,0.0025087484,1.5291137294,0.0643444461,0.000305814,9.72760645692638E-05,0.0245889068,0.1804957646,0.0010310097,0.0005665186,0.0885608618,0.1870707936,0.0008685152,0.0004397595,0.0692727983,1.109727507,0.0063486786,0.0021149049,0.3328393132,1.3737544305,0.005717628,0.0031763494,0.9321632148,6.75272013,0.0279515968,0.0147122488,2.3309923574
2310020000,"""Industrial Processes;Oil and Gas Production: SIC 13;Natural Gas;Total: All Processes""",1397011.05131277,5337.3124342233,1447.494951276,2170323.165558,2.7119142875,0.5641315494,0.0144996215,4.5296504758,1.1718256818,0.2215117669,0.0049827581,1.6039723757,0.1100856096,0.0203675798,0.0006352641,0.2367362978,0.0135834086,0.0019293535,4.406879634259E-05,0.0148017281,0.3446281628,0.0853301506,0.0022327307,0.5059355039,0.0812158012,0.0164370073,0.000358234,0.126206465,0.9905756219,0.218555692,0.0062465659,2.0419981069,0.4039996601,0.0781304241,0.0020328978,0.7339340894,1.7001900132,0.3663119155,0.0093168813,2.7511758816
2310012516,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Production;Fugitives; Other: Oil""",0,0,0,0.1166010505,0,0,0,5.9458527870319E-08,0,0,0,2.70518826870003E-08,0,0,0,6.55749949289975E-09,0,0,0,1.8501015262909E-10,0,0,0,1.2899364376056E-09,0,0,0,8.99042386796405E-10,0,0,0,2.34751565331009E-08,0,0,0,1.02331245689623E-08,0,0,0,3.46586899458089E-08
2310021101,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Natural Gas Fired 2Cycle Lean Burn Compressor Engines < 50 HP""",113418.122936978,5260.5579448463,84.2185534206,23451.1608724906,0.1270812217,0.0441714345,0.0002644748,0.0117095609,0.0776580274,0.0210309644,0.0001572895,0.0051040351,0.0134408229,0.005389601,3.40418323063861E-05,0.0011022702,0.0012456906,0.0002593704,2.26284739624744E-06,6.04507637423201E-05,0.0033071535,0.0015265934,7.34009346864556E-06,0.0003215386,0.0025627995,0.0007215164,5.51057525366558E-06,0.0001605147,0.0288667275,0.0152433889,5.80299296671178E-05,0.0049607516,0.0206861093,0.0080003474,4.26645048052168E-05,0.0022451072,0.0760824559,0.0257568608,0.0001601871,0.0066136051
2310010800,"""Industrial Processes;Oil and Gas Production: SIC 13;Crude Petroleum; Oil well truck loading""",0,0,0,1453800.2499,0,0,0,0.2716289338,0,0,0,0.2137771397,0,0,0,0.0149446999,0,0,0,0.0039770718,0,0,0,0.0046593664,0,0,0,0.0056512943,0,0,0,0.0286193612,0,0,0,0.0352412986,0,0,0,0.1791955162
2310023513,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Fugitives: Open Ended Lines""",,,,357660.809753,0,0,0,0.2619933434,0,0,0,0.1751073455,0,0,0,0.0660733916,0,0,0,0.0023265204,0,0,0,0.0033217811,0,0,0,0.0044813384,0,0,0,0.0106829668,0,0,0,0.049244852,0,0,0,0.1489726332
2310011505,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Fugitives:  Valves""",0,0,0,38915724.5438437,0,0,0,19.8690881321,0,0,0,14.0118236655,0,0,0,2.8709627934,0,0,0,0.2117015793,0,0,0,0.3137583525,0,0,0,0.4361182936,0,0,0,2.0247234755,0,0,0,3.2285014995,0,0,0,11.9688878773
2310011504,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Fugitives:  Pumps""",0,0,0,4059301.5173507,0,0,0,2.1038049496,0,0,0,1.2347683052,0,0,0,0.2035364325,0,0,0,0.0202978414,0,0,0,0.0403034713,0,0,0,0.0429763575,0,0,0,0.5619225389,0,0,0,0.3436160163,0,0,0,1.2336993113
2310002411,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil And Gas Production;Pressure/Level Controllers""",0,0,0,28.976214648,0,0,0,2.45003401778726E-05,0,0,0,1.05272783332753E-05,0,0,0,4.39453278475017E-06,0,0,0,7.08884864552885E-08,0,0,0,7.65259176466843E-07,0,0,0,3.25204917521642E-07,0,0,0,8.41717645213858E-06,0,0,0,4.26537851901742E-06,0,0,0,1.42433787539715E-05
2310021601,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Venting - Initial Completions""",,,,46522378.559739,0,0,0,13.7498018354,0,0,0,10.3489985701,0,0,0,0.6949661156,0,0,0,0.0734579168,0,0,0,0.2513644773,0,0,0,0.2781912432,0,0,0,2.1028234784,0,0,0,1.7702664048,0,0,0,9.1040417262
2310021100,"""Industrial Processes;Oil and Gas Production: SIC 13;Natural Gas; Gas well heaters""",35684853.3793711,2691295.5504914,18616.3925124335,1934781.20229585,54.4143625497,24.7943970648,0.0673129259,0.9515958425,39.8943138989,16.5602632903,0.0468845346,0.6392844321,6.7133768684,3.728039612,0.0084674379,0.1292445515,0.6416185898,0.2334688348,0.0002332513,0.0104627254,0.9072959166,0.5491365698,0.0027633236,0.0165038134,1.2520553112,0.5460344024,0.0013012221,0.0204017635,5.0057019781,3.1774543519,0.0076631564,0.1356985563,8.6560075278,4.069628031,0.0089807859,0.1611734464,33.0114970432,15.0642023659,0.0452366718,0.5647562386
2310021030,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Tank Truck/Railcar Loading: Condensate""",0,0,0,14528588.8989126,0,0,0,8.0646180197,0,0,0,4.4571456401,0,0,0,0.9159034436,0,0,0,0.0941740731,0,0,0,0.1821300328,0,0,0,0.1723238151,0,0,0,2.2429410085,0,0,0,1.4258076349,0,0,0,4.7082086677
2310023100,"""Industrial Processes; Oil and Gas Production; CBM; Dehydrators""",1941308.28414537,147539.348793168,0.0180616829,106771.908869412,3.261173498,2.0047820932,9.07600030583283E-08,0.0721278535,2.3134921181,1.2699525163,6.09379278678742E-08,0.0479213798,0.6435664866,0.5541098556,2.14530942672542E-08,0.0181069444,0.0369403662,0.0155040708,4.58200800355134E-10,0.0007288134,0.0409882764,0.0311252681,1.57447458171004E-09,0.0009049902,0.0650794609,0.0330404793,1.4950316715193E-09,0.0012197245,0.1611067939,0.1010499074,4.84127396406689E-09,0.0032460013,0.5803885891,0.3704844972,1.55215399074044E-08,0.0135027035,1.8945138572,1.1575141129,5.42908878456766E-08,0.0410936994
2310021700,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Miscellaneous Engines""",4924174.7969637,19700.4774954458,3728.2581945,433457.35655985,6.1607048233,0.1751298576,0.0302978199,0.1247523126,4.784455625,0.1219370067,0.0201168913,0.0924914322,0.3822168675,0.0153657831,0.0046255441,0.0068392458,0.0309600002,0.0008520365,5.30803934211124E-05,0.0009611697,0.1058710687,0.0051986635,0.0015275757,0.0021615228,0.109932064,0.0034052142,0.0005859977,0.002340862,0.7472691872,0.0283711533,0.0033887308,0.0199580797,0.8213656786,0.0232857025,0.0037945689,0.0165571529,4.007135074,0.1165837846,0.0209607167,0.0814983154
2310021605,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Venting - Compressor Shutdowns""",,,,928558.2786,0,0,0,0.180938569,0,0,0,0.1410989375,0,0,0,0.0104975766,0,0,0,0.0017430088,0,0,0,0.0032686395,0,0,0,0.0037859386,0,0,0,0.0205444673,0,0,0,0.0238781785,0,0,0,0.1193601263
2310022502,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Gas Production;Fugitives; Flanges: Gas Streams""",0,0,0,0.6614664585,0,0,0,6.56804187794566E-07,0,0,0,2.78462566563847E-07,0,0,0,0.000000128,0,0,0,1.8679357581809E-09,0,0,0,2.19289386691192E-08,0,0,0,8.44428541457701E-09,0,0,0,2.18053591965866E-07,0,0,0,1.14641328258643E-07,0,0,0,3.8160509839366E-07
