SCC: ,SCC Descriptions: ,NOX (kg) Emissions,PM25-PRI (kg) Emissions,SO2 (kg) Emissions,VOC (kg) Emissions,Deaths from NOX to TotalPop,Deaths from PM25-PRI to TotalPop,Deaths from SO2 to TotalPop,Deaths from VOC to TotalPop,Deaths from NOX to WhiteNoLat,Deaths from PM25-PRI to WhiteNoLat,Deaths from SO2 to WhiteNoLat,Deaths from VOC to WhiteNoLat,Deaths from NOX to Black,Deaths from PM25-PRI to Black,Deaths from SO2 to Black,Deaths from VOC to Black,Deaths from NOX to Native,Deaths from PM25-PRI to Native,Deaths from SO2 to Native,Deaths from VOC to Native,Deaths from NOX to Asian,Deaths from PM25-PRI to Asian,Deaths from SO2 to Asian,Deaths from VOC to Asian,Deaths from NOX to Other,Deaths from PM25-PRI to Other,Deaths from SO2 to Other,Deaths from VOC to Other,Deaths from NOX to Latino,Deaths from PM25-PRI to Latino,Deaths from SO2 to Latino,Deaths from VOC to Latino,Deaths from NOX to Poverty,Deaths from PM25-PRI to Poverty,Deaths from SO2 to Poverty,Deaths from VOC to Poverty,Deaths from NOX to TwoXPov,Deaths from PM25-PRI to TwoXPov,Deaths from SO2 to TwoXPov,Deaths from VOC to TwoXPov
2310021351,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Lateral Compressors 4 Cycle Rich Burn""",53399239.1102798,824615.062749563,24389.9684730772,906172.045153713,90.5089999766,9.7012938677,0.1369170871,0.4761075458,68.0349626337,6.9045726831,0.0932126536,0.3604765012,12.2610330105,1.4467713439,0.022149768,0.0649260076,0.6556216555,0.053902129,0.0005802291,0.003546662,1.8478718253,0.3031566544,0.0052039747,0.0088888495,1.7984300571,0.2027812516,0.0027928016,0.0096251909,5.9110808437,0.7901098127,0.0129776603,0.0286443349,13.554729083,1.3983702703,0.0190229779,0.0731619296,56.7890728594,6.2705383841,0.0903710359,0.2952907148
2310121100,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Exploration;Mud Degassing""",,,,16205668.8883734,0,0,0,10.9242087079,0,0,0,6.3853958779,0,0,0,1.2352210856,0,0,0,0.1008586141,0,0,0,0.2517593707,0,0,0,0.2216237738,0,0,0,2.7293499872,0,0,0,1.8684117187,0,0,0,6.4760137439
2310023512,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Fugitives: Flanges""",,,,179067.989445953,0,0,0,0.133882179,0,0,0,0.0886852524,0,0,0,0.0355316489,0,0,0,0.0008070393,0,0,0,0.001685183,0,0,0,0.0018642575,0,0,0,0.0053087981,0,0,0,0.0252504976,0,0,0,0.076107815
2310020800,"""Industrial Processes;Oil and Gas Production: SIC 13;Natural Gas; Gas well truck loading""",0,0,0,1710830.08574931,0,0,0,0.5465869812,0,0,0,0.3988889411,0,0,0,0.0290401482,0,0,0,0.0026951654,0,0,0,0.0093449654,0,0,0,0.0098953719,0,0,0,0.096722387,0,0,0,0.0733059087,0,0,0,0.3558410047
2310021602,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Venting - Recompletions""",,,,7373307.6571485,0,0,0,2.1633816343,0,0,0,1.6223536049,0,0,0,0.1110768913,0,0,0,0.0140911415,0,0,0,0.038752477,0,0,0,0.0430918303,0,0,0,0.3340156838,0,0,0,0.2819037769,0,0,0,1.4253468887
2310000550,"""Industrial Processes;Oil and Gas Exploration and Production;All Processes;Produced Water""",0,0,0,40853427.7755599,0,0,0,21.1329550973,0,0,0,12.5565468085,0,0,0,3.1879321888,0,0,0,0.1813104603,0,0,0,0.4649858457,0,0,0,0.3895531712,0,0,0,4.3526265991,0,0,0,3.4374058134,0,0,0,12.6510360008
2310111700,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Exploration;Oil Well Completion: All Processes""",386021.616866488,10328.301225,380003.601451524,27698445.7249034,0.3805588235,0.0403685954,1.4188831164,12.6296498485,0.3098709545,0.030588375,0.9185349885,7.8252319808,0.0272919601,0.0039844244,0.2392369614,1.4102467159,0.0047146739,0.0005610022,0.0075171284,0.1454891154,0.0069865838,0.0011069884,0.0476424807,0.2425173041,0.0073514789,0.0007513937,0.0259677202,0.2745745537,0.0243431722,0.0033764116,0.179983837,2.7315901633,0.0502447773,0.0054053895,0.2169441326,2.0467524431,0.2482519499,0.0266974718,0.8978614744,7.4663101308
2310021103,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Natural Gas Fired 2Cycle Lean Burn Compressor Engines 500+ HP""",10010.2752912846,887.930099762,12.7836834243,4825.1731561882,0.0187629581,0.011677853,0.000072473,0.0036067436,0.0133619772,0.0068349411,4.31070876778199E-05,0.0022038603,0.0019173903,0.0017954122,1.11598019935003E-05,0.000530035,0.0003324867,9.80054061694775E-05,7.29890518848772E-07,2.80318740754588E-05,0.0003163655,0.0003222439,2.05992620413428E-06,7.69791391515803E-05,0.0005125679,0.0002381317,1.62723713930639E-06,6.69387500765904E-05,0.0023221705,0.0023891187,1.37890803851711E-05,0.0007008986,0.0029112264,0.0019248673,1.1881385136921E-05,0.0005930639,0.0113904536,0.0069507274,4.35095126770955E-05,0.0021240149
2310012521,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Production;Fugitives; Connectors: Oil/Water Streams""",0,0,0,0.0204111508,0,0,0,1.04008342786048E-08,0,0,0,4.73033745645257E-09,0,0,0,1.14649211925745E-09,0,0,0,3.23678154895627E-11,0,0,0,2.25618465319141E-10,0,0,0,1.57245743899448E-10,0,0,0,4.10877264661194E-09,0,0,0,1.79010676645623E-09,0,0,0,6.06243525278998E-09
2310021010,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Storage Tanks: Condensate""",541309.20542702,0,23820.86373,321761464.541984,0.6621697646,0,0.0496132005,176.8178254399,0.5180103506,0,0.0368002604,91.4871229053,0.0616470882,0,0.0057617418,23.2764452058,0.008272887,0,0.0002887282,1.3937740755,0.0115033417,0,0.0015770613,4.453446034,0.0152169287,0,0.00092149,3.0053375788,0.0475191686,0,0.0042639188,53.2016994238,0.0946302484,0,0.0066926038,31.7396947021,0.4189677701,0,0.032995821,102.9835963396
2310021502,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Fugitives: Flanges""",0,0,0,3433014.68444801,0,0,0,1.7335418185,0,0,0,1.1562533019,0,0,0,0.2021526173,0,0,0,0.0166979439,0,0,0,0.033594114,0,0,0,0.0347464177,0,0,0,0.2900974238,0,0,0,0.2866826495,0,0,0,1.040829825
2310010200,"""Industrial Processes;Oil and Gas Production: SIC 13;Crude Petroleum; Oil well tanks - flashing & standing/working/breathing""",755414.417173455,0,4011646.84024449,245502444.877708,0.483601995,0,8.0952655362,73.728319619,0.4049547689,0,5.9882412481,52.1866690343,0.0255883342,0,0.9454030854,10.5552583676,0.0089995359,0,0.0542351715,1.2836715818,0.0092611773,0,0.2526428842,1.3178651481,0.0081790837,0,0.1534324985,1.6855806916,0.0266190943,0,0.7013106499,6.6992748271,0.0595440948,0,1.1060973343,11.4973481775,0.3251991269,0,5.3554298522,45.3711141025
2310023516,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Fugitives:  Other""",,,,1687553.25569086,0,0,0,1.3098556986,0,0,0,0.8652834837,0,0,0,0.3547038219,0,0,0,0.0064916546,0,0,0,0.0164700877,0,0,0,0.0174122274,0,0,0,0.0494944257,0,0,0,0.2480666308,0,0,0,0.7433679024
2310011020,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Storage Tanks: Crude Oil""",0,0,0,324326558.313672,0,0,0,127.3972686741,0,0,0,76.5715303067,0,0,0,12.3429236856,0,0,0,1.2281218944,0,0,0,2.7601358407,0,0,0,2.5525625588,0,0,0,31.9419942769,0,0,0,20.2014782852,0,0,0,75.6506230941
2310021301,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Natural Gas Fired 4Cycle Rich Burn Compressor Engines <50 HP""",1076198.54584004,3721.5528000776,231.3975368521,5152.6317835962,1.5414474464,0.0343816226,0.0008971095,0.0027818026,1.0033307764,0.0191635665,0.0005502917,0.0014890492,0.1943222766,0.0048147769,0.0001326278,0.0003341724,0.0181844485,0.0002793532,8.95093205186717E-06,2.02925567897078E-05,0.0274970849,0.0008302043,2.20854184225131E-05,5.13512674510341E-05,0.0329952334,0.0006423783,1.96415592967605E-05,4.46906178699207E-05,0.2651176252,0.0086513434,0.000163512,0.0008422466,0.2582839225,0.0060240593,0.0001475535,0.0005084858,0.9032795237,0.0200493905,0.0005374144,0.0015798089
2310023600,"""Industrial Processes; Oil and Gas Production; CBM; Venting - Compressor Shutdown""",18178.584347679,,150780.6968757,393078.234781619,0.0178581864,0,0.7975638578,0.3047879137,0.0133173473,0,0.5226059925,0.1905324907,0.0024075661,0,0.2009398132,0.0921596873,0.0001504751,0,0.0033544229,0.0014865271,0.0002455483,0,0.0150284077,0.0039948475,0.0003286987,0,0.0129411628,0.0036547306,0.0014085509,0,0.0426940597,0.012959631,0.0028303745,0,0.1342015864,0.0584701672,0.010814872,0,0.4812331063,0.1725398413
2310022105,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Gas Production;Diesel Engines""",4001.4884547132,254.2615752461,341.1744250992,479.713803453,0.0061322899,0.0041678343,0.0018651079,0.0004513972,0.0031620779,0.0017299863,0.0008651798,0.0001921945,0.0009646164,0.0008241138,0.000271301,8.57721169390102E-05,3.3222358180788E-05,1.32118920990976E-05,7.72609832717744E-06,1.29083441413415E-06,0.0002024591,0.0001532,7.44987673477092E-05,1.47629470315495E-05,9.87266912577081E-05,5.74653422196414E-05,2.91455443259131E-05,5.86306800208546E-06,0.0016711874,0.001389857,0.0006172566,0.0001515137,0.0009648476,0.0007404323,0.000308864,7.87245439594443E-05,0.0037161006,0.0024176113,0.001124366,0.0002623132
2310030210,"""Industrial Processes;Oil and Gas Production: SIC 13;Natural Gas Liquids; Gas well tanks - Flashing & Standing/Working/Breathing""",,,,80799304.8276885,0,0,0,25.1741668738,0,0,0,18.4014893971,0,0,0,1.350173689,0,0,0,0.1264168353,0,0,0,0.4322644935,0,0,0,0.454218311,0,0,0,4.4096040489,0,0,0,3.3898632037,0,0,0,16.3779465869
2310012512,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Production;Fugitives; Flanges: Oil""",0,0,0,0.0023245113,0,0,0,1.17915677997464E-09,0,0,0,5.34748432733829E-10,0,0,0,1.29764291732244E-10,0,0,0,3.67651096966476E-12,0,0,0,2.56260744368773E-11,0,0,0,1.78190441418909E-11,0,0,0,4.67522422360832E-10,0,0,0,2.03010262500233E-10,0,0,0,6.87197216288925E-10
2310021503,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Fugitives: Open Ended Lines""",0,0,0,5024157.17816084,0,0,0,2.4682480938,0,0,0,1.7634287605,0,0,0,0.2872197338,0,0,0,0.0292398228,0,0,0,0.0440116442,0,0,0,0.0569506043,0,0,0,0.2873975291,0,0,0,0.4049973864,0,0,0,1.4857082823
2310000660,"""Industrial Processes;Oil and Gas Exploration and Production;All Processes;Hydraulic Fracturing Engines""",8042601.89404334,303442.270384585,13792.8352545245,507576.355036432,9.6938749343,2.050492133,0.0409097231,0.1757162721,7.4721492941,1.4178692908,0.0294359419,0.1228344232,0.9664099513,0.2661850625,0.0058728395,0.0188954758,0.1150930955,0.0185225234,0.0003259201,0.001948065,0.1540227957,0.0461320671,0.0009565856,0.0029959627,0.1987774341,0.0415393721,0.0008534837,0.0034407652,0.78742236,0.2602438161,0.0034649524,0.0256015801,1.4820478036,0.3253328735,0.0062779355,0.028531821,5.9724353099,1.2618912082,0.0255912114,0.1059130038
2310021011,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Condensate Tank Flaring""",266624.4837735,0.362874,,5506.7036685,0.2839785153,1.41878885987878E-06,0,0.0011357336,0.222129944,1.00442163871169E-06,0,0.0007993629,0.0182178442,1.25741737876866E-07,0,0.000066715,0.0015456074,4.27161510778044E-08,0,4.50979423482645E-05,0.005442299,2.34338227669556E-08,0,1.38387245506557E-05,0.0055333888,2.99071708356165E-08,0,2.2494717454045E-05,0.0311094318,1.92568341453768E-07,0,0.0001882243,0.0382960908,2.13241874833796E-07,0,0.0001701277,0.1853089747,8.85319752280897E-07,0,0.000701038
2310012000,"""Industrial Processes;Oil and Gas Production: SIC 13;Crude Petroleum : Off-shore;Total: All Processes""",122518.35517605,1042.1259564765,38.0047737798,4541.2894570605,0.1241992972,0.0089375817,0.0001490241,0.0023159366,0.0671843699,0.0039840758,7.0654418042588E-05,0.0010537336,0.0131112219,0.0011394048,1.59036827290489E-05,0.0002554134,0.0008601921,3.65785602819607E-05,7.52773410310249E-07,7.20757627760839E-06,0.0027300095,0.0002405311,4.2088621616138E-06,0.000050246,0.0022762264,0.0001416476,2.52128153828828E-06,3.50191600352062E-05,0.0380372768,0.0033953438,5.49830887532428E-05,0.0009143168,0.0199891049,0.0015602653,2.50077952170277E-05,0.0003985757,0.0742420209,0.0052142128,8.87198202873728E-05,0.0013499926
2310000220,"""Industrial Processes;Oil and Gas Production: SIC 13; Drill rigs""",68659997.0680417,1785942.39676633,517913.306170707,3871331.99108846,98.6300969845,16.2377517038,1.9418076087,1.8881415592,70.260612071,9.8478807087,1.3100568074,1.1933601549,10.235705841,2.2238111985,0.2506681378,0.2144434857,1.0069180614,0.1474438142,0.0073776907,0.0163406589,2.2596656075,0.4247198403,0.0857568731,0.0436825276,2.0833680978,0.3327693309,0.0385566045,0.0356694048,12.7838272597,3.2611268018,0.2493914957,0.3846453258,14.6101415477,2.6795842106,0.2634527008,0.3015880643,61.9555848568,9.8448886769,1.2987754932,1.1545906968
2310023400,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Dehydrators""",2610384.62501441,198137.377769055,15622.9995863273,4900491.67419854,4.7957192571,2.7830735786,0.077026794,1.5263941858,3.4284212089,1.786455565,0.0527259527,1.0203969575,0.8772278353,0.7360527633,0.0167337824,0.2277453311,0.0747942346,0.0252669923,0.0005676057,0.054948657,0.0611662332,0.0437116601,0.0013208987,0.0178687229,0.1174629041,0.0533341116,0.0014656819,0.0261796676,0.236646846,0.1382524917,0.0042128727,0.1792548549,0.8564711225,0.5133907542,0.0130823906,0.2605763583,2.7772178613,1.6066365653,0.0461249214,0.9022106456
2310022090,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Gas Production;Boilers/Heaters: Natural Gas""",713.7151163037,13.5003028796,4.2609713967,39.065263973,0.0011633203,0.0002407595,2.44637832427663E-05,3.80689287558776E-05,0.0005964212,9.92791216760691E-05,1.13177816579538E-05,1.61635976044909E-05,0.0001900227,4.91061598237329E-05,3.67355880769392E-06,7.3572034158604E-06,6.09743396017666E-06,7.43492164919588E-07,9.8641243141336E-08,1.08472191284891E-07,3.99069476996856E-05,0.00000906,1.01190516327705E-06,1.26210381381813E-06,1.84260970791076E-05,3.27553461578682E-06,3.78453478340825E-07,4.91162143002612E-07,0.0003124459,7.92951220559569E-05,7.98344285209746E-06,1.26863895597517E-05,0.0001825456,4.28376708113878E-05,4.04467125354891E-06,6.64286026645297E-06,0.0007060771,0.0001395846,1.47700820030696E-05,2.2119591273297E-05
2310012511,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Production;Fugitives; Connectors: Oil Streams""",0,0,0,0.0232495585,0,0,0,1.1849696253775E-08,0,0,0,5.38983323323376E-09,0,0,0,1.30639968773977E-09,0,0,0,3.68644766127098E-11,0,0,0,2.57067689937604E-10,0,0,0,1.79157713610518E-10,0,0,0,4.680373416688E-09,0,0,0,0.000000002,0,0,0,6.90711223285215E-09
2310010000,"""Industrial Processes;Oil and Gas Production: SIC 13;Crude Petroleum;Total: All Processes""",673629.314565,,,9485300.39264493,0.5336582872,0,0,20.925224916,0.3290346719,0,0,7.1568430019,0.0260545716,0,0,1.5377649804,0.0047132762,0,0,0.1336817296,0.0405197155,0,0,0.9744322685,0.0193562461,0,0,0.5472360571,0.1139798059,0,0,10.5752669262,0.083003461,0,0,4.9509148926,0.3333111631,0,0,10.3048564819
2310023601,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Venting - Initial Completions""",0,0,0,8504216.78864895,0,0,0,2.5312810962,0,0,0,1.9004950909,0,0,0,0.1282272624,0,0,0,0.0129879956,0,0,0,0.0463531653,0,0,0,0.0506943126,0,0,0,0.3925232631,0,0,0,0.325384416,0,0,0,1.6767663585
2310002401,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil And Gas Production;Pneumatic Pumps: Gas And Oil Wells""",0,0,0,84.9717551805,0,0,0,0.000084373,0,0,0,3.57713991670443E-05,0,0,0,1.64488108736157E-05,0,0,0,0.00000024,0,0,0,0.000002817,0,0,0,1.0847529876692E-06,0,0,0,2.80111501649478E-05,0,0,0,1.47268425619479E-05,0,0,0,4.90209270998455E-05
2310011502,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Fugitives: Flanges""",0,0,0,1325064.32438665,0,0,0,0.4738107603,0,0,0,0.3416279377,0,0,0,0.0452890192,0,0,0,0.008354746,0,0,0,0.0074984829,0,0,0,0.012689999,0,0,0,0.0583505759,0,0,0,0.074675124,0,0,0,0.2867301852
2310023251,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Lateral Compressors 4 Cycle Lean Burn""",724199.214396171,8539.1333640751,502.7497826958,84590.8266567855,1.1750650949,0.0999644469,0.0021685012,0.0512172722,0.8524855079,0.0651297029,0.0015032584,0.034566183,0.1929309399,0.0241195217,0.0004401219,0.0112867813,0.019735654,0.00134542,1.74660680644303E-05,0.0008877371,0.0153450216,0.0015887717,3.8458190245933E-05,0.0006458148,0.0304585763,0.0020561161,4.33961257391051E-05,0.0010995908,0.0641093963,0.0057249148,0.0001258005,0.0027311654,0.2056068622,0.0180998617,0.0003617614,0.0094662408,0.6851743534,0.0581668028,0.0013076219,0.0292891851
2310021310,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Pneumatic Pumps""",0,0,0,4636300.33010355,0,0,0,1.2641156306,0,0,0,0.9387102704,0,0,0,0.0706801196,0,0,0,0.0249921317,0,0,0,0.0205941404,0,0,0,0.0243873699,0,0,0,0.1847515963,0,0,0,0.1762283363,0,0,0,0.810300683
2310022506,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Gas Production;Fugitives; Other: Gas""",0,0,0,37.1653192119,0,0,0,3.69034515966427E-05,0,0,0,1.56458528595471E-05,0,0,0,7.19445488662204E-06,0,0,0,0.000000105,0,0,0,1.23209369401416E-06,0,0,0,4.744540716683E-07,0,0,0,1.22516426376597E-05,0,0,0,6.44129246643924E-06,0,0,0,0.000021441
2310121700,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Exploration;Oil Well Completion: All Processes""",941041.455185739,30328.101735,1490445.18922222,11929386.2220687,0.891644296,0.1143901052,9.2558287199,6.0672013887,0.7234147895,0.0866457958,6.0844235117,3.9916006953,0.0673698437,0.0112438045,1.8059741346,0.6866492357,0.0090973661,0.0013799482,0.0218125152,0.0667514153,0.0162345938,0.0030317118,0.380694366,0.1235658291,0.0158914942,0.0021510832,0.1897241039,0.1124056628,0.0596362088,0.0099377617,0.773200102,1.0862285548,0.1186937006,0.0153748998,1.1682579875,0.9883228391,0.5804118907,0.0755337305,6.3422636933,3.6700980952
2310010300,"""Industrial Processes;Oil and Gas Production: SIC 13;Crude Petroleum; Oil well pneumatic devices""",,,,187272225.896748,0,0,0,75.8894500745,0,0,0,53.8732362349,0,0,0,9.5613807545,0,0,0,0.8536974929,0,0,0,1.2763711902,0,0,0,1.629421415,0,0,0,8.6953430167,0,0,0,12.0352996372,0,0,0,46.249832778
2310023010,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Storage Tanks: Condensate""",156.6886475625,,0,138651.510683569,0.0003176855,0,0,0.0597108643,0.0002521006,0,0,0.046028426,0.000027413,0,0,0.0050070817,7.33224325428713E-06,0,0,0.001963639,4.53411988219636E-06,0,0,0.0007883054,0.00001036,0,0,0.00210106,1.59455685037633E-05,0,0,0.0038223525,4.80954519795979E-05,0,0,0.0090905597,0.0001964121,0,0,0.0367991742
2310023602,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Venting - Recompletions""",0,0,0,4038293.88175148,0,0,0,1.2201178305,0,0,0,0.9129817043,0,0,0,0.0626346598,0,0,0,0.0061646614,0,0,0,0.0220889332,0,0,0,0.0240568879,0,0,0,0.1921909805,0,0,0,0.1576343874,0,0,0,0.8059920704
2310112401,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Exploration;Oil Well Pneumatic Pumps""",0,0,0,171.2194660635,0,0,0,8.7317385421062E-05,0,0,0,3.9728743843307E-05,0,0,0,9.6298072226089E-06,0,0,0,2.71746049885769E-07,0,0,0,1.89441702288091E-06,0,0,0,1.32032160021111E-06,0,0,0,3.44723494174033E-05,0,0,0,1.50274372474351E-05,0,0,0,5.08985496234743E-05
2310021302,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Natural Gas Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP""",163969609.29187,1369774.45166622,46911.9690847538,2544818.6754244,237.6449735349,12.0095910482,0.1829940729,1.2080201323,168.5338952725,8.355353056,0.127043561,0.7607167364,30.3379702357,1.8279946018,0.0286208887,0.1519025382,2.7032943756,0.1216012194,0.0013721835,0.0128504377,3.721709889,0.2419771229,0.0041584763,0.0181467378,5.2430363947,0.2698670103,0.0039122831,0.0234325235,27.1050673531,1.1927980411,0.0178866804,0.2409711584,38.9249089309,1.9570358111,0.0285493591,0.2146787065,141.7093739138,7.3159654858,0.1134317851,0.6991332679
2310021203,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Natural Gas Fired 4Cycle Lean Burn Compressor Engines 500+ HP""",2508737.4098366,21517.5396664787,4388.2690641407,1065508.11399691,4.3668622079,0.3686397451,0.0167870443,1.1858517174,2.6195628762,0.1823598702,0.0104389896,0.5652554482,0.4978048777,0.0436458936,0.0023204766,0.1296787144,0.0483853153,0.0024195222,0.0002050546,0.0071211855,0.0998563083,0.0113867637,0.0004187364,0.033602794,0.0942064436,0.0067669056,0.0004066557,0.0200416709,1.0070463849,0.12206079,0.0029971315,0.4301519045,0.7485582002,0.0678191592,0.0027303146,0.2241051667,2.5691359078,0.2129642176,0.0101272656,0.6762943135
2310030300,"""Industrial Processes;Oil and Gas Exploration and Production;Natural Gas Liquids;Gas Well Water Tank Losses""",,,,977.3104005,0,0,0,0.0003105138,0,0,0,0.000227697,0,0,0,1.65412246290371E-05,0,0,0,1.50173287481686E-06,0,0,0,5.17982227490784E-06,0,0,0,0.000005506,0,0,0,0.000054088,0,0,0,4.19033077306262E-05,0,0,0,0.0002019954
2310021604,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Venting - Compressor Startups""",,,,979660.00965,0,0,0,0.1908961862,0,0,0,0.1488640519,0,0,0,0.0110752935,0,0,0,0.0018389306,0,0,0,0.0034485233,0,0,0,0.0039942902,0,0,0,0.0216750962,0,0,0,0.025192271,0,0,0,0.125928886
